g.pnum,c.name,r.name,e.evidence,d.evidence
50AM11,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, Kaoru 'murmured the following, though it was not meant to be a direct reply' (Washburn NC p. 1038).",Conveyed by Jijū to Bennokimi at the Uji villa (Washburn NC p. 1038).
51UF01,The Uji villa (the Eighth Prince's residence),Nijō (Genji's villa),"Composed at the Uji villa ('this mountain villa feels oppressively gloomy'), attached to the New Year gift sent from Uji (Washburn NC pp. 1040–1041).","Received at the Nijō villa, where Niou intercepts and reads it (Washburn NC p. 1041)."
51UF02,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, the day Niou stayed, he drew a sketch and 'added tearfully' this verse (Washburn NC p. 1050).","Heard by Ukifune, present; co-present at the Uji villa."
51UF03,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, Ukifune 'picked up the brush... and wrote her reply' (Washburn NC p. 1051).","Heard by Niou, present; co-present at the Uji villa."
51UF04,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, as Niou left at dawn and 'could not bring himself to leave her' (Washburn NC p. 1052).","Heard by Ukifune, present at the corner doors; co-present at the Uji villa."
51UF05,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'Ukifune was moved beyond measure' and replied (Washburn NC p. 1052).","Heard by Niou, present; co-present at the Uji villa."
51UF06,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, on his own visit, Kaoru gazed at the Uji Bridge and 'composed the following' (Washburn NC p. 1056).","Heard by Ukifune, present; co-present at the Uji villa."
51UF07,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'she replied' to Kaoru's Uji-Bridge verse (Washburn NC p. 1056).","Heard by Kaoru, present; co-present at the Uji villa."
51UF08,On the Uji River (the boat to the Isle of Tachibana),On the Uji River (the boat to the Isle of Tachibana),"On the boat crossing the Uji River, at the Isle of Tachibana, Niou exclaimed over the evergreens and composed this (Washburn NC p. 1059).","Heard by Ukifune, present in the boat; co-present on the Uji River."
51UF09,On the Uji River (the boat to the Isle of Tachibana),On the Uji River (the boat to the Isle of Tachibana),"On the boat on the Uji River, 'Ukifune was astonished at the curious path they were following' and replied (Washburn NC p. 1059).","Heard by Niou, present in the boat; co-present on the Uji River."
51UF10,The house across the Uji River (the Tachibana hideaway),The house across the Uji River (the Tachibana hideaway),"At the house across the Uji River, Niou 'scribbled a line as if to practice his calligraphy' (Washburn NC p. 1060).","Heard by Ukifune, present; co-present at the house across the river."
51UF11,The house across the Uji River (the Tachibana hideaway),The house across the Uji River (the Tachibana hideaway),"At the house across the Uji River, 'Ukifune wrote out a reply that parried his verse' (Washburn NC p. 1061).","Heard by Niou, present; co-present at the house across the river."
51UF12,Nijō (Genji's villa),The Uji villa (the Eighth Prince's residence),"Back at his Nijō villa, ill and unable to travel, Niou 'wrote out a ceaseless stream' including this (Washburn NC pp. 1062–1063).",Received by Ukifune at the Uji villa (Washburn NC p. 1063).
51UF13,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",The Uji villa (the Eighth Prince's residence),"Kaoru's rain-letter; composed at his Sanjō residence (inferred — his location is unstated, but he is in the capital, unable to travel to Uji) (Washburn NC p. 1064).","Received by Ukifune at the Uji villa, alongside Niou's letter (Washburn NC p. 1064)."
51UF14,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, Ukifune wrote this 'as if practicing her calligraphy' (Washburn NC p. 1064).",Self-addressed soliloquy recited in place at the Uji villa.
51UF15,The Uji villa (the Eighth Prince's residence),Nijō (Genji's villa),"At the Uji villa, 'she sent him this reply' to Niou's rain-letter (Washburn NC p. 1064).","Received by Niou at his Nijō villa, where he sobbed on reading it (Washburn NC p. 1065)."
51UF16,The Uji villa (the Eighth Prince's residence),"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At the Uji villa, Ukifune sent her reply to Kaoru's rain-letter (Washburn NC p. 1065).","Received and read by Kaoru at his Sanjō residence, where he then spoke with his wife the Fujitsubo Princess (Washburn NC p. 1065)."
51UF17,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",The Uji villa (the Eighth Prince's residence),"From his Sanjō residence, to which he returned after uncovering the affair at Rokujō, Kaoru sent this accusatory verse (Washburn NC pp. 1071–1073).","Received by Ukifune at the Uji villa, who returned the letter as if misdelivered (Washburn NC pp. 1073–1074)."
51UF18,Outside the Uji villa (Niou's failed night visit),Outside the Uji villa (Niou's failed night visit),"Outside the Uji villa, barred entry on his disguised night visit, Niou composed this as he 'began his journey back' (Washburn NC pp. 1080–1081).",Self-addressed soliloquy recited in place outside the Uji villa.
51UF19,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, the morning after Niou's failed visit, 'she composed the following' (Washburn NC p. 1081).",Self-addressed soliloquy recited in place at the Uji villa.
51UF20,The Uji villa (the Eighth Prince's residence),Nijō (Genji's villa),"At the Uji villa, by way of reply to Niou's note, 'she sent only the following' (Washburn NC p. 1082).","Received by Niou, inferred to be back at his Nijō villa after the failed visit (location unstated) (Washburn NC p. 1082)."
51UF21,The Uji villa (the Eighth Prince's residence),The Vice Governor of Hitachi's residence,"At the Uji villa, Ukifune 'sent only this poem' in reply to her mother's letter (Washburn NC p. 1083).","Received by Chūjō no Kimi at the Vice Governor of Hitachi's residence, where she was confined (Washburn NC pp. 1082–1083)."
51UF22,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, hearing the temple bell, Ukifune wrote this on the sutra-list and 'tied the paper to the branch of a tree' (Washburn NC p. 1083).","Self-addressed farewell soliloquy recited in place at the Uji villa; left tied to a branch, undelivered."
52KA01,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",Nijō (Genji's villa),Kaoru 'plucked a stem of orange blossoms and sent it to his rival'; his own location during mourning is unstated (composition inferred: his Sanjō residence) (Washburn NC p. 1094).,"Received by Niou at Nijō, where he sat gazing at Naka no Kimi (Washburn NC p. 1094)."
52KA02,Nijō (Genji's villa),"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At Nijō, gazing at Naka no Kimi, Niou read Kaoru's poem and 'wrote this reply' (Washburn NC p. 1094).","Received by Kaoru, whose location is unstated (receipt inferred: his Sanjō residence)."
52KA03,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, sitting outside to avoid defilement, Kaoru glanced around the scene and composed this (Washburn NC pp. 1099–1100).",Self-addressed soliloquy recited in place at the Uji villa.
52KA04,The Rokujō estate (the First Princess's quarters),"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","From the First Princess's quarters at Rokujō, Kosaishō 'wrote the following' to console Kaoru (Washburn NC p. 1104).","Received by Kaoru, whose location is unstated (receipt inferred: his Sanjō residence)."
52KA05,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",The Rokujō estate (the First Princess's quarters),Kaoru 'replied' to Kosaishō's condolence; his location is unstated (composition inferred: his Sanjō residence) (Washburn NC p. 1105).,Received by Kosaishō at the First Princess's quarters at Rokujō (Washburn NC p. 1105).
52KA06,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At his Sanjō residence, handling the First Princess's letter to his wife and the picture exchange, Kaoru 'wanted to write this poem on the illustration' but held back (Washburn NC p. 1112).",Self-addressed soliloquy composed in place at Kaoru's Sanjō residence; left unsent.
52KA07,The Rokujō estate (the First Princess's quarters),The Rokujō estate (the First Princess's quarters),"At the First Princess's quarters at Rokujō, Kaoru pulled an inkstone over and composed this, showing it to the lady (Chūjō no Omoto) seated with her back to the doors (Washburn NC p. 1116).","Received by Chūjō no Omoto, present; co-present at the First Princess's quarters."
52KA08,The Rokujō estate (the First Princess's quarters),The Rokujō estate (the First Princess's quarters),"At the First Princess's quarters at Rokujō, the lady (Chūjō no Omoto) 'immediately replied' to Kaoru's verse (Washburn NC p. 1116).","Heard by Kaoru, present; co-present at the First Princess's quarters."
52KA09,The Rokujō estate (the First Princess's quarters),The Rokujō estate (the First Princess's quarters),"At the First Princess's quarters at Rokujō, Ben no Omoto challenged Kaoru with this verse (Washburn NC p. 1116).","Heard by Kaoru, present; co-present at the First Princess's quarters."
52KA10,The Rokujō estate (the First Princess's quarters),The Rokujō estate (the First Princess's quarters),"At the First Princess's quarters at Rokujō, Kaoru 'replied' to Ben no Omoto (Washburn NC p. 1116).","Heard by Ben no Omoto, present; co-present at the First Princess's quarters."
52KA11,The Rokujō estate (the First Princess's quarters),The Rokujō estate (the First Princess's quarters),"At the First Princess's quarters at Rokujō, his thoughts on the lost Uji household, Kaoru 'murmured this poem to himself,' adding 'Were they there, were they not there?' (Washburn NC p. 1120).","Self-addressed soliloquy recited in place at the First Princess's quarters, Rokujō."
53TN01,The nuns' residence at Ono,The nuns' residence at Ono,"At the nuns' residence at Ono, Ukifune wrote this 'while practicing her calligraphy' (Washburn NC).",Self-addressed calligraphy-practice soliloquy recited in place at Ono.
53TN02,The nuns' residence at Ono,The nuns' residence at Ono,"At the nuns' residence at Ono, Ukifune wrote this 'while practicing her calligraphy' (Washburn NC).",Self-addressed calligraphy-practice soliloquy recited in place at Ono.
53TN03,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, about to leave, the Middle Captain wrote this on folding paper and 'gave this to Shōshō to take in to the young lady' (Washburn NC p. 1138).",Conveyed in to Ukifune within the Ono residence; co-present at Ono.
53TN04,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, since Ukifune would not reply, the nun wrote this to the Middle Captain in her place (Washburn NC p. 1138).",Received by the Middle Captain at Ono as he departed; co-present at Ono.
53TN05,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, resentful that Ukifune would not speak, the Middle Captain 'composed the following' (Washburn NC p. 1139).",Conveyed in to Ukifune within the Ono residence; co-present at Ono.
53TN06,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, the nun 'replied to the Middle Captain' on Ukifune's behalf (Washburn NC p. 1140).","Received by the Middle Captain, present at Ono; co-present."
53TN07,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, the nun composed this and added that it 'expresses the young lady's sentiments' (Washburn NC p. 1141).","Received by the Middle Captain, present at Ono; co-present."
53TN08,The nuns' residence at Ono,The nuns' residence at Ono,"At Ono, the Middle Captain replied to the nun's moon verse (Washburn NC p. 1141).",Heard by the household at Ono; addressed to Ukifune within; co-present.
